VARIABLES="X","Y","U","V","P"
ZONE  F=POINT
I=32, J=32
0.00000000	0.00000000	0.00000000	0.00000000	1.01045860
0.03225806	0.00000000	0.00000000	0.00000000	1.01036894
0.06451613	0.00000000	0.00000000	0.00000000	1.01012631
0.09677419	0.00000000	0.00000000	0.00000000	1.00981105
0.12903226	0.00000000	0.00000000	0.00000000	1.00951383
0.16129032	0.00000000	0.00000000	0.00000000	1.00929319
0.19354839	0.00000000	0.00000000	0.00000000	1.00918254
0.22580645	0.00000000	0.00000000	0.00000000	1.00919872
0.25806452	0.00000000	0.00000000	0.00000000	1.00934867
0.29032258	0.00000000	0.00000000	0.00000000	1.00963358
0.32258065	0.00000000	0.00000000	0.00000000	1.01005113
0.35483871	0.00000000	0.00000000	0.00000000	1.01059632
0.38709677	0.00000000	0.00000000	0.00000000	1.01126121
0.41935484	0.00000000	0.00000000	0.00000000	1.01203408
0.45161290	0.00000000	0.00000000	0.00000000	1.01289842
0.48387097	0.00000000	0.00000000	0.00000000	1.01383194
0.51612903	0.00000000	0.00000000	0.00000000	1.01480613
0.54838710	0.00000000	0.00000000	0.00000000	1.01578645
0.58064516	0.00000000	0.00000000	0.00000000	1.01673346
0.61290323	0.00000000	0.00000000	0.00000000	1.01760499
0.64516129	0.00000000	0.00000000	0.00000000	1.01835924
0.67741935	0.00000000	0.00000000	0.00000000	1.01895866
0.70967742	0.00000000	0.00000000	0.00000000	1.01937422
0.74193548	0.00000000	0.00000000	0.00000000	1.01958940
0.77419355	0.00000000	0.00000000	0.00000000	1.01960353
0.80645161	0.00000000	0.00000000	0.00000000	1.01943394
0.83870968	0.00000000	0.00000000	0.00000000	1.01911665
0.87096774	0.00000000	0.00000000	0.00000000	1.01870579
0.90322581	0.00000000	0.00000000	0.00000000	1.01827189
0.93548387	0.00000000	0.00000000	0.00000000	1.01789836
0.96774194	0.00000000	0.00000000	0.00000000	1.01767225
1.00000000	0.00000000	0.00000000	0.00000000	1.01760674
0.00000000	0.03225806	0.00000000	0.00000000	1.01054827
0.03225806	0.03225806	0.00001268	-0.00001196	1.01045785
0.06451613	0.03225806	-0.00030976	0.00021457	1.01022897
0.09677419	0.03225806	-0.00105161	0.00046968	1.00994710
0.12903226	0.03225806	-0.00217555	0.00068262	1.00968614
0.16129032	0.03225806	-0.00359952	0.00083688	1.00949611
0.19354839	0.03225806	-0.00523231	0.00093499	1.00940700
0.22580645	0.03225806	-0.00698812	0.00098463	1.00943480
0.25806452	0.03225806	-0.00879072	0.00099338	1.00958670
0.29032258	0.03225806	-0.01057282	0.00096684	1.00986448
0.32258065	0.03225806	-0.01227365	0.00090836	1.01026647
0.35483871	0.03225806	-0.01383634	0.00081945	1.01078821
0.38709677	0.03225806	-0.01520609	0.00070058	1.01142227
0.41935484	0.03225806	-0.01632952	0.00055208	1.01215753
0.45161290	0.03225806	-0.01715552	0.00037515	1.01297827
0.48387097	0.03225806	-0.01763761	0.00017274	1.01386332
0.51612903	0.03225806	-0.01773740	-0.00004972	1.01478573
0.54838710	0.03225806	-0.01742908	-0.00028389	1.01571297
0.58064516	0.03225806	-0.01670414	-0.00051848	1.01660803
0.61290323	0.03225806	-0.01557573	-0.00073965	1.01743152
0.64516129	0.03225806	-0.01408192	-0.00093195	1.01814457
0.67741935	0.03225806	-0.01228698	-0.00107968	1.01871248
0.70967742	0.03225806	-0.01028016	-0.00116869	1.01910866
0.74193548	0.03225806	-0.00817154	-0.00118809	1.01931837
0.77419355	0.03225806	-0.00608493	-0.00113199	1.01934172
0.80645161	0.03225806	-0.00414832	-0.00100077	1.01919546
0.83870968	0.03225806	-0.00248226	-0.00080199	1.01891346
0.87096774	0.03225806	-0.00118690	-0.00055151	1.01854565
0.90322581	0.03225806	-0.00032709	-0.00027642	1.01815577
0.93548387	0.03225806	0.00008674	-0.00002332	1.01781736
0.96774194	0.03225806	0.00012740	0.00012163	1.01760595
1.00000000	0.03225806	0.00000000	0.00000000	1.01754121
0.00000000	0.06451613	0.00000000	0.00000000	1.01079425
0.03225806	0.06451613	-0.00022091	0.00030974	1.01068520
0.06451613	0.06451613	-0.00109164	0.00106428	1.01045020
0.09677419	0.06451613	-0.00264858	0.00186577	1.01020558
0.12903226	0.06451613	-0.00481928	0.00254789	1.00999506
0.16129032	0.06451613	-0.00747784	0.00305674	1.00985151
0.19354839	0.06451613	-0.01048136	0.00338859	1.00979655
0.22580645	0.06451613	-0.01368932	0.00355839	1.00984283
0.25806452	0.06451613	-0.01697139	0.00358468	1.00999675
0.29032258	0.06451613	-0.02020848	0.00348291	1.01026048
0.32258065	0.06451613	-0.02329070	0.00326351	1.01063324
0.35483871	0.06451613	-0.02611448	0.00293243	1.01111166
0.38709677	0.06451613	-0.02858059	0.00249316	1.01168954
0.41935484	0.06451613	-0.03059380	0.00194942	1.01235724
0.45161290	0.06451613	-0.03206472	0.00130808	1.01310085
0.48387097	0.06451613	-0.03291379	0.00058187	1.01390155
0.51612903	0.06451613	-0.03307710	-0.00020854	1.01473528
0.54838710	0.06451613	-0.03251350	-0.00103327	1.01557299
0.58064516	0.06451613	-0.03121206	-0.00185336	1.01638170
0.61290323	0.06451613	-0.02919879	-0.00262223	1.01712629
0.64516129	0.06451613	-0.02654154	-0.00328876	1.01777227
0.67741935	0.06451613	-0.02335171	-0.00380177	1.01828900
0.70967742	0.06451613	-0.01978196	-0.00411545	1.01865327
0.74193548	0.06451613	-0.01601917	-0.00419523	1.01885262
0.77419355	0.06451613	-0.01227260	-0.00402322	1.01888785
0.80645161	0.06451613	-0.00875777	-0.00360268	1.01877440
0.83870968	0.06451613	-0.00567689	-0.00296142	1.01854217
0.87096774	0.06451613	-0.00319693	-0.00215517	1.01823378
0.90322581	0.06451613	-0.00142585	-0.00127365	1.01790135
0.93548387	0.06451613	-0.00038692	-0.00045449	1.01760186
0.96774194	0.06451613	0.00000985	0.00008674	1.01739113
1.00000000	0.06451613	0.00000000	0.00000000	1.01731463
0.00000000	0.09677419	0.00000000	0.00000000	1.01112096
0.03225806	0.09677419	-0.00050713	0.00107967	1.01096906
0.06451613	0.09677419	-0.00200260	0.00264223	1.01067822
0.09677419	0.09677419	-0.00440885	0.00419729	1.01042403
0.12903226	0.09677419	-0.00759211	0.00551186	1.01022695
0.16129032	0.09677419	-0.01138390	0.00649896	1.01010382
0.19354839	0.09677419	-0.01560342	0.00714645	1.01006633
0.22580645	0.09677419	-0.02007254	0.00747464	1.01012154
0.25806452	0.09677419	-0.02462298	0.00751253	1.01027315
0.29032258	0.09677419	-0.02909779	0.00728614	1.01052253
0.32258065	0.09677419	-0.03334975	0.00681435	1.01086919
0.35483871	0.09677419	-0.03723896	0.00610933	1.01131083
0.38709677	0.09677419	-0.04063127	0.00517988	1.01184279
0.41935484	0.09677419	-0.04339859	0.00403619	1.01245733
0.45161290	0.09677419	-0.04542162	0.00269513	1.01314278
0.48387097	0.09677419	-0.04659509	0.00118511	1.01388272
0.51612903	0.09677419	-0.04683517	-0.00045001	1.01465562
0.54838710	0.09677419	-0.04608830	-0.00214894	1.01543496
0.58064516	0.09677419	-0.04434047	-0.00383321	1.01619009
0.61290323	0.09677419	-0.04162559	-0.00541018	1.01688798
0.64516129	0.09677419	-0.03803168	-0.00677903	1.01749577
0.67741935	0.09677419	-0.03370316	-0.00783926	1.01798397
0.70967742	0.09677419	-0.02883816	-0.00850123	1.01832994
0.74193548	0.09677419	-0.02367989	-0.00869745	1.01852118
0.77419355	0.09677419	-0.01850171	-0.00839339	1.01855771
0.80645161	0.09677419	-0.01358643	-0.00759648	1.01845322
0.83870968	0.09677419	-0.00920106	-0.00636282	1.01823444
0.87096774	0.09677419	-0.00556886	-0.00480255	1.01793883
0.90322581	0.09677419	-0.00284094	-0.00308643	1.01761077
